username,Sour - American Wild Ale,Lager - American Light,Scottish Export Ale,IPA - English,Lager - Vienna,Porter - American,Pale Wheat Ale - American,Spiced / Herbed Beer,Gruit / Ancient Herbed Ale,Pilsner - Imperial / Double,Rye Beer,Red Ale - Irish,Belgian Dubbel,Sour - Gueuze,Bière de Garde,Stout - Imperial Milk / Sweet,IPA - Black / Cascadian Dark Ale,Brown Ale - Belgian,Lager - Dortmunder / Export,Dark Ale,Hefeweizen,Stout - Imperial Oatmeal,Barleywine - English,IPA - Imperial / Double Black,Festbier,Lager - Dunkel Munich,Blonde Ale,Fruit Beer,Scotch Ale / Wee Heavy,Kellerbier / Zwickelbier,Lager - Dark,Strong Ale - English,Porter - Baltic,Lambic - Fruit,IPA - Red,Lager - Pale,Strong Ale - American,Winter Warmer,Blonde Ale - Belgian Blonde / Golden,Maibock/Helles Bock,Sour - Flanders Oud Bruin,Winter Ale,Belgian Tripel,Stout - Other,California Common,IPA - Session / India Session Ale,Sour - Gose,Belgian Strong Dark Ale,Golden Ale,Roggenbier,Red Ale - American Amber / Red,Dampfbier,Stout - American,Sour - Ale,IPA - American,Lager - Winter,Altbier,Smoked Beer,Bock,Lager - Helles,Stout - Oatmeal,Pilsner - Other,Doppelbock ,IPA - White,Lager - IPL,IPA - Triple,English Mild Ale,English Bitter,Cream Ale,Pale Ale - American,Stout - American Imperial / Double,Lager - North American Adjunct,Witbier,Weizenbock,Lager - Japanese Rice,Scottish Ale,Porter - Other,Pilsner - German,Pumpkin / Yam Beer,Red Ale - Imperial / Double,IPA - Imperial / Double,Schwarzbier,Belgian Strong Golden Ale,Sour - Flanders Red Ale,Lambic - Framboise,Rye IPA,Pale Ale - Belgian,IPA - International,IPA - Belgian,Shandy / Radler,Stout - Milk / Sweet,Stout - Irish Dry,Saison / Farmhouse Ale,Porter - English,Harvest Ale,Pilsner - Czech,Stout - Imperial / Double,Specialty Grain,Brown Ale - Imperial / Double,Extra Special / Strong Bitter,Rauchbier,Stout - Russian Imperial,Patersbier,Märzen,Pale Ale - English,Kölsch,Brown Ale - American,Sour - Berliner Weisse,Cider,Brown Ale - English,Pale Ale - Australian,Red Ale - Other,Pale Ale - International,Old Ale,Malt Liquor ,Pale Ale - New Zealand,Traditional Ale,Lager - Euro,Lager - Euro Dark,Grätzer / Grodziskie,Mumme,Porter - Imperial / Double,Stout - Foreign / Export,Eisbock,Ginger Beer,Lager - Euro Strong,Lambic - Other,Mead,Grisette,Lambic - Kriek,Lager - American Amber / Red,Wheat Wine,Gluten-Free,Stout - Oyster,Dunkelweizen,Bière de Champagne / Bière Brut,Imperial Pale Ale,Burton Ale,Kristallweizen ,Malt Beer,Belgian Quad,Non-Alcoholic,Barleywine - American,Perry,Lager - Amber,Kvass,Barleywine - Other,Braggot,Brown Ale - Other,Lager - Black,Hefeweizen Light / Leicht,Kombucha,Sahti,Sour - Farmhouse IPA,Root Beer,Australian Sparkling Ale,Applewine,Black & Tan,Cyser,Melomel,Faro,Lager - Red,Happoshu,Pyment,Zoigl,English Ale,Belgian Trappist Ale,American Blonde Ale
happyjohnny,0.0,0.01935483870967742,0.0,0.0064516129032258064,0.012903225806451613,0.03225806451612903,0.012903225806451613,0.00967741935483871,0.0,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0032258064516129032,0.0,0.0064516129032258064,0.0,0.0032258064516129032,0.00967741935483871,0.0064516129032258064,0.0,0.0,0.0,0.0,0.0032258064516129032,0.02903225806451613,0.0064516129032258064,0.0064516129032258064,0.0,0.012903225806451613,0.0,0.0032258064516129032,0.0,0.0032258064516129032,0.02903225806451613,0.0032258064516129032,0.0064516129032258064,0.0032258064516129032,0.0032258064516129032,0.0,0.016129032258064516,0.0032258064516129032,0.012903225806451613,0.0,0.03870967741935484,0.0032258064516129032,0.0064516129032258064,0.0032258064516129032,0.0,0.02903225806451613,0.0,0.016129032258064516,0.0,0.1774193548387097,0.0032258064516129032,0.0,0.0032258064516129032,0.0064516129032258064,0.0,0.012903225806451613,0.01935483870967742,0.0,0.0064516129032258064,0.0032258064516129032,0.0064516129032258064,0.0,0.0,0.0032258064516129032,0.09032258064516129,0.0032258064516129032,0.02903225806451613,0.01935483870967742,0.0,0.0,0.0032258064516129032,0.01935483870967742,0.00967741935483871,0.0064516129032258064,0.0032258064516129032,0.02258064516129032,0.0,0.0032258064516129032,0.0,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0064516129032258064,0.0064516129032258064,0.0064516129032258064,0.02258064516129032,0.0032258064516129032,0.0,0.016129032258064516,0.0032258064516129032,0.0,0.0,0.0,0.0,0.00967741935483871,0.0,0.016129032258064516,0.012903225806451613,0.0032258064516129032,0.02258064516129032,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0,0.00967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01935483870967742,0.0,0.0,0.0032258064516129032,0.0032258064516129032,0.0,0.0,0.0,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0032258064516129032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotrod272,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.13333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rvdsanden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.0,0.007751937984496124,0.0,0.046511627906976744,0.0,0.0,0.0,0.015503875968992248,0.007751937984496124,0.0,0.0,0.046511627906976744,0.0,0.015503875968992248,0.0,0.0,0.0,0.031007751937984496,0.015503875968992248,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.015503875968992248,0.007751937984496124,0.007751937984496124,0.03875968992248062,0.0,0.0,0.015503875968992248,0.06976744186046512,0.007751937984496124,0.0,0.015503875968992248,0.0,0.031007751937984496,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.031007751937984496,0.0,0.0,0.015503875968992248,0.10077519379844961,0.0,0.0,0.031007751937984496,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.031007751937984496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.0,0.03875968992248062,0.007751937984496124,0.0,0.0,0.023255813953488372,0.023255813953488372,0.023255813953488372,0.015503875968992248,0.007751937984496124,0.0,0.007751937984496124,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.03875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015503875968992248,0.0,0.0,0.0,0.031007751937984496,0.0,0.007751937984496124,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.015503875968992248,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031007751937984496,0.0,0.0,0.0,0.015503875968992248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kevado,0.0,0.0,0.0,0.0182648401826484,0.0045662100456621,0.0045662100456621,0.0,0.0,0.0045662100456621,0.0,0.0045662100456621,0.0,0.0684931506849315,0.0,0.0045662100456621,0.0,0.0182648401826484,0.0136986301369863,0.0,0.0,0.0045662100456621,0.0,0.0045662100456621,0.0045662100456621,0.0,0.0,0.0228310502283105,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136986301369863,0.0091324200913242,0.0091324200913242,0.0091324200913242,0.0136986301369863,0.0,0.0136986301369863,0.0502283105022831,0.0410958904109589,0.0,0.0136986301369863,0.0045662100456621,0.0273972602739726,0.0045662100456621,0.0,0.0045662100456621,0.0,0.0091324200913242,0.0,0.0684931506849315,0.0,0.0,0.0091324200913242,0.0547945205479452,0.0,0.0136986301369863,0.0228310502283105,0.0182648401826484,0.0,0.0,0.0045662100456621,0.0,0.0,0.0,0.0091324200913242,0.0,0.0,0.0136986301369863,0.0045662100456621,0.0,0.0,0.0273972602739726,0.0273972602739726,0.0,0.0,0.0319634703196347,0.0,0.0228310502283105,0.0,0.0,0.0045662100456621,0.0182648401826484,0.0091324200913242,0.0410958904109589,0.0,0.0091324200913242,0.0,0.0182648401826484,0.0,0.0,0.0,0.0091324200913242,0.0,0.0,0.0045662100456621,0.0,0.0319634703196347,0.0,0.0,0.0045662100456621,0.0,0.0045662100456621,0.0045662100456621,0.0,0.0045662100456621,0.0,0.0045662100456621,0.0045662100456621,0.0,0.0,0.0091324200913242,0.0,0.0091324200913242,0.0,0.0,0.0,0.0136986301369863,0.0045662100456621,0.0045662100456621,0.0,0.0045662100456621,0.0,0.0,0.0,0.0091324200913242,0.0,0.0,0.0045662100456621,0.0045662100456621,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,0.0228310502283105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrydevos,0.0,0.0019144862795149968,0.0,0.012763241863433313,0.0025526483726866626,0.004467134652201659,0.0025526483726866626,0.01021059349074665,0.0019144862795149968,0.0038289725590299937,0.0038289725590299937,0.004467134652201659,0.03509891512444161,0.0012763241863433313,0.0006381620931716656,0.0,0.01595405232929164,0.012763241863433313,0.0019144862795149968,0.003190810465858328,0.02744097000638162,0.0019144862795149968,0.0038289725590299937,0.0012763241863433313,0.0012763241863433313,0.0038289725590299937,0.01914486279514997,0.007657945118059987,0.005105296745373325,0.0038289725590299937,0.0006381620931716656,0.0006381620931716656,0.0038289725590299937,0.0,0.0012763241863433313,0.016592214422463305,0.0006381620931716656,0.0019144862795149968,0.041480536056158264,0.012763241863433313,0.0019144862795149968,0.012763241863433313,0.054243777919591576,0.013401403956604978,0.0012763241863433313,0.008296107211231652,0.0019144862795149968,0.019783024888321635,0.0006381620931716656,0.0006381620931716656,0.01723037651563497,0.0,0.0019144862795149968,0.0012763241863433313,0.07275047862156987,0.0,0.003190810465858328,0.00574345883854499,0.03509891512444161,0.010848755583918315,0.004467134652201659,0.018506700701978303,0.015315890236119975,0.004467134652201659,0.005105296745373325,0.0025526483726866626,0.0,0.004467134652201659,0.0006381620931716656,0.02616464582003829,0.00574345883854499,0.003190810465858328,0.022335673261008295,0.003190810465858328,0.0,0.0012763241863433313,0.014677728142948309,0.014677728142948309,0.0025526483726866626,0.0012763241863433313,0.03765156349712827,0.006381620931716656,0.03254626675175495,0.0019144862795149968,0.0006381620931716656,0.004467134652201659,0.026802807913209957,0.00574345883854499,0.021059349074664963,0.0025526483726866626,0.007019783024888321,0.0025526483726866626,0.01723037651563497,0.0025526483726866626,0.0,0.0006381620931716656,0.01021059349074665,0.0012763241863433313,0.0,0.0019144862795149968,0.003190810465858328,0.02169751116783663,0.0012763241863433313,0.004467134652201659,0.003190810465858328,0.003190810465858328,0.0038289725590299937,0.0025526483726866626,0.0,0.003190810465858328,0.0,0.0006381620931716656,0.0006381620931716656,0.0012763241863433313,0.0006381620931716656,0.0,0.0006381620931716656,0.008934269304403318,0.0019144862795149968,0.0,0.0,0.0038289725590299937,0.007019783024888321,0.0019144862795149968,0.0006381620931716656,0.0006381620931716656,0.0006381620931716656,0.0,0.0,0.0038289725590299937,0.0012763241863433313,0.0006381620931716656,0.0038289725590299937,0.0006381620931716656,0.009572431397574984,0.0006381620931716656,0.0006381620931716656,0.0006381620931716656,0.0012763241863433313,0.0006381620931716656,0.014677728142948309,0.006381620931716656,0.0012763241863433313,0.0,0.0006381620931716656,0.0,0.0012763241863433313,0.0012763241863433313,0.0006381620931716656,0.0,0.0,0.0,0.0006381620931716656,0.0006381620931716656,0.0,0.0006381620931716656,0.0,0.0012763241863433313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MetalMonstrum,0.0009057971014492754,0.0,0.0018115942028985507,0.009963768115942028,0.009963768115942028,0.0009057971014492754,0.006340579710144928,0.016304347826086956,0.002717391304347826,0.007246376811594203,0.005434782608695652,0.0036231884057971015,0.015398550724637682,0.0,0.004528985507246377,0.0036231884057971015,0.002717391304347826,0.012681159420289856,0.004528985507246377,0.006340579710144928,0.04076086956521739,0.008152173913043478,0.004528985507246377,0.002717391304347826,0.004528985507246377,0.009963768115942028,0.01177536231884058,0.014492753623188406,0.009057971014492754,0.008152173913043478,0.005434782608695652,0.010869565217391304,0.010869565217391304,0.0018115942028985507,0.0009057971014492754,0.020833333333333332,0.004528985507246377,0.008152173913043478,0.015398550724637682,0.0009057971014492754,0.0,0.030797101449275364,0.017210144927536232,0.016304347826086956,0.002717391304347826,0.006340579710144928,0.002717391304347826,0.02717391304347826,0.009963768115942028,0.0,0.008152173913043478,0.0,0.006340579710144928,0.0018115942028985507,0.024456521739130436,0.009963768115942028,0.0,0.0018115942028985507,0.006340579710144928,0.008152173913043478,0.012681159420289856,0.02355072463768116,0.008152173913043478,0.0018115942028985507,0.0009057971014492754,0.0018115942028985507,0.0009057971014492754,0.007246376811594203,0.0018115942028985507,0.020833333333333332,0.02717391304347826,0.006340579710144928,0.029891304347826088,0.008152173913043478,0.0,0.004528985507246377,0.02355072463768116,0.002717391304347826,0.002717391304347826,0.0009057971014492754,0.008152173913043478,0.010869565217391304,0.015398550724637682,0.004528985507246377,0.0018115942028985507,0.0,0.010869565217391304,0.0018115942028985507,0.0018115942028985507,0.005434782608695652,0.01358695652173913,0.002717391304347826,0.015398550724637682,0.0018115942028985507,0.0,0.005434782608695652,0.028079710144927536,0.002717391304347826,0.002717391304347826,0.004528985507246377,0.0009057971014492754,0.017210144927536232,0.0009057971014492754,0.0036231884057971015,0.009057971014492754,0.0018115942028985507,0.009057971014492754,0.006340579710144928,0.018115942028985508,0.01358695652173913,0.0,0.0009057971014492754,0.0,0.002717391304347826,0.0,0.0,0.0009057971014492754,0.009963768115942028,0.004528985507246377,0.0,0.0009057971014492754,0.014492753623188406,0.004528985507246377,0.0018115942028985507,0.002717391304347826,0.002717391304347826,0.0009057971014492754,0.002717391304347826,0.0,0.0018115942028985507,0.0036231884057971015,0.0018115942028985507,0.002717391304347826,0.0,0.010869565217391304,0.0,0.0,0.0,0.0009057971014492754,0.004528985507246377,0.016304347826086956,0.0036231884057971015,0.0036231884057971015,0.0009057971014492754,0.0009057971014492754,0.0,0.0009057971014492754,0.0,0.0009057971014492754,0.0,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0009057971014492754,0.0,0.0,0.0,0.0,0.0,0.0009057971014492754,0.0,0.0,0.0
TheMime,0.0,0.0,0.0,0.030303030303030304,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.015151515151515152,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.007575757575757576,0.03787878787878788,0.0,0.0,0.0,0.007575757575757576,0.007575757575757576,0.0,0.015151515151515152,0.0,0.022727272727272728,0.0,0.0,0.007575757575757576,0.0,0.0,0.030303030303030304,0.0,0.0,0.030303030303030304,0.022727272727272728,0.0,0.0,0.007575757575757576,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.06060606060606061,0.0,0.0,0.0,0.03787878787878788,0.045454545454545456,0.0,0.03787878787878788,0.015151515151515152,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.05303030303030303,0.0,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.0,0.0,0.007575757575757576,0.06060606060606061,0.007575757575757576,0.0,0.007575757575757576,0.015151515151515152,0.030303030303030304,0.007575757575757576,0.0,0.007575757575757576,0.0,0.007575757575757576,0.022727272727272728,0.015151515151515152,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.015151515151515152,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.045454545454545456,0.007575757575757576,0.0,0.0,0.007575757575757576,0.0,0.007575757575757576,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MarianEckel,0.0,0.0,0.0,0.005988023952095809,0.011976047904191617,0.0,0.005988023952095809,0.005988023952095809,0.0,0.0,0.0,0.0,0.005988023952095809,0.005988023952095809,0.0,0.0,0.011976047904191617,0.0,0.005988023952095809,0.0,0.03592814371257485,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.005988023952095809,0.005988023952095809,0.023952095808383235,0.0,0.0,0.0,0.0,0.0,0.011976047904191617,0.0,0.0,0.0,0.0,0.0,0.0,0.03592814371257485,0.017964071856287425,0.0,0.005988023952095809,0.0,0.0,0.029940119760479042,0.0,0.011976047904191617,0.0,0.0,0.0,0.09580838323353294,0.0,0.029940119760479042,0.0,0.017964071856287425,0.029940119760479042,0.0,0.017964071856287425,0.017964071856287425,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.04790419161676647,0.0,0.011976047904191617,0.011976047904191617,0.011976047904191617,0.0,0.0,0.005988023952095809,0.11377245508982035,0.0,0.0,0.041916167664670656,0.011976047904191617,0.005988023952095809,0.0,0.0,0.005988023952095809,0.0,0.023952095808383235,0.0,0.0,0.03592814371257485,0.005988023952095809,0.017964071856287425,0.011976047904191617,0.0,0.0,0.011976047904191617,0.005988023952095809,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.011976047904191617,0.029940119760479042,0.011976047904191617,0.011976047904191617,0.0,0.0,0.0,0.0,0.017964071856287425,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.005988023952095809,0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.005988023952095809,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005988023952095809,0.0,0.0,0.0,0.0,0.0,0.0
Reiterbauer,0.0,0.0008865248226950354,0.0008865248226950354,0.014184397163120567,0.008865248226950355,0.0026595744680851063,0.004432624113475178,0.01152482269503546,0.0008865248226950354,0.00975177304964539,0.0026595744680851063,0.0026595744680851063,0.0026595744680851063,0.0,0.0008865248226950354,0.0,0.004432624113475178,0.0008865248226950354,0.015957446808510637,0.0008865248226950354,0.057624113475177305,0.0,0.0026595744680851063,0.0008865248226950354,0.010638297872340425,0.014184397163120567,0.0070921985815602835,0.00975177304964539,0.0026595744680851063,0.03102836879432624,0.005319148936170213,0.0017730496453900709,0.0070921985815602835,0.0,0.0017730496453900709,0.03900709219858156,0.0008865248226950354,0.0008865248226950354,0.0035460992907801418,0.005319148936170213,0.0008865248226950354,0.0017730496453900709,0.0070921985815602835,0.013297872340425532,0.0017730496453900709,0.013297872340425532,0.005319148936170213,0.0017730496453900709,0.012411347517730497,0.0008865248226950354,0.013297872340425532,0.0,0.0008865248226950354,0.005319148936170213,0.05673758865248227,0.0035460992907801418,0.014184397163120567,0.0026595744680851063,0.008865248226950355,0.05053191489361702,0.004432624113475178,0.034574468085106384,0.008865248226950355,0.0062056737588652485,0.005319148936170213,0.0,0.0,0.0062056737588652485,0.0,0.03280141843971631,0.0017730496453900709,0.00975177304964539,0.022163120567375887,0.01152482269503546,0.0035460992907801418,0.0008865248226950354,0.00975177304964539,0.06648936170212766,0.0026595744680851063,0.0,0.022163120567375887,0.0070921985815602835,0.0026595744680851063,0.0008865248226950354,0.0,0.0008865248226950354,0.0035460992907801418,0.013297872340425532,0.004432624113475178,0.010638297872340425,0.0026595744680851063,0.004432624113475178,0.013297872340425532,0.0026595744680851063,0.0008865248226950354,0.01773049645390071,0.005319148936170213,0.0035460992907801418,0.0,0.005319148936170213,0.004432624113475178,0.005319148936170213,0.0,0.016843971631205674,0.008865248226950355,0.005319148936170213,0.0035460992907801418,0.005319148936170213,0.0062056737588652485,0.0026595744680851063,0.0008865248226950354,0.0,0.0035460992907801418,0.0017730496453900709,0.0,0.0008865248226950354,0.0,0.013297872340425532,0.0017730496453900709,0.0008865248226950354,0.0,0.0017730496453900709,0.0070921985815602835,0.0008865248226950354,0.0035460992907801418,0.0008865248226950354,0.0008865248226950354,0.0,0.0017730496453900709,0.0008865248226950354,0.0035460992907801418,0.0,0.004432624113475178,0.0,0.0026595744680851063,0.0017730496453900709,0.0,0.0,0.005319148936170213,0.0008865248226950354,0.0026595744680851063,0.013297872340425532,0.0017730496453900709,0.0,0.0070921985815602835,0.0,0.0,0.0,0.0,0.0,0.0008865248226950354,0.0,0.0,0.0,0.0,0.0008865248226950354,0.0,0.0,0.0,0.0,0.0008865248226950354,0.0008865248226950354,0.0035460992907801418,0.0,0.0,0.0,0.0,0.0
Bastiberlin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blackhop,0.0,0.0,0.00422654268808115,0.047337278106508875,0.0016906170752324597,0.006762468300929839,0.00507185122569738,0.0076077768385460695,0.0033812341504649195,0.0016906170752324597,0.015215553677092139,0.00422654268808115,0.00422654268808115,0.0,0.0008453085376162299,0.0,0.027895181741335588,0.0016906170752324597,0.0016906170752324597,0.00507185122569738,0.01267962806424345,0.0033812341504649195,0.00507185122569738,0.0033812341504649195,0.0,0.0008453085376162299,0.01944209636517329,0.00253592561284869,0.0076077768385460695,0.0008453085376162299,0.00422654268808115,0.00422654268808115,0.0016906170752324597,0.0,0.00422654268808115,0.01775147928994083,0.0016906170752324597,0.0,0.005917159763313609,0.0008453085376162299,0.0,0.0033812341504649195,0.0008453085376162299,0.037193575655114115,0.005917159763313609,0.027895181741335588,0.0016906170752324597,0.0016906170752324597,0.04057480980557904,0.0,0.04311073541842773,0.0,0.00507185122569738,0.0033812341504649195,0.1014370245139476,0.0,0.00253592561284869,0.01267962806424345,0.0008453085376162299,0.005917159763313609,0.01267962806424345,0.016060862214708368,0.0008453085376162299,0.00507185122569738,0.00253592561284869,0.0,0.0016906170752324597,0.02197802197802198,0.0016906170752324597,0.08453085376162299,0.0076077768385460695,0.0033812341504649195,0.009298393913778529,0.0008453085376162299,0.0008453085376162299,0.018596787827557058,0.01775147928994083,0.00422654268808115,0.0033812341504649195,0.0008453085376162299,0.01944209636517329,0.0016906170752324597,0.00253592561284869,0.0008453085376162299,0.0008453085376162299,0.00507185122569738,0.00507185122569738,0.00253592561284869,0.00507185122569738,0.0,0.016060862214708368,0.00507185122569738,0.030431107354184278,0.013524936601859678,0.0,0.00507185122569738,0.005917159763313609,0.0016906170752324597,0.0,0.00422654268808115,0.0016906170752324597,0.0084530853761623,0.0,0.0008453085376162299,0.04818258664412511,0.0,0.005917159763313609,0.005917159763313609,0.00422654268808115,0.00422654268808115,0.0033812341504649195,0.00507185122569738,0.0033812341504649195,0.0008453085376162299,0.0,0.011834319526627219,0.0,0.0033812341504649195,0.0008453085376162299,0.0,0.0,0.0008453085376162299,0.00253592561284869,0.0,0.0,0.0008453085376162299,0.0,0.0008453085376162299,0.0,0.0,0.00507185122569738,0.0,0.006762468300929839,0.0008453085376162299,0.0008453085376162299,0.0,0.0008453085376162299,0.0,0.0,0.0,0.0,0.0,0.00253592561284869,0.0,0.0,0.0,0.0,0.0008453085376162299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008453085376162299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
